state_code,area_code,supersector_code,industry_code,industry_name,msa_name,st,dt,total_employment,last_yr_emp,change,per_change
18,21140,31,31336200,Motor Vehicle Body and Trailer Manufacturing,Elkhart - Goshen,IN,2020-03-01,29500,31000,-1500,-0.04838709677419355
18,21140,31,31336200,Motor Vehicle Body and Trailer Manufacturing,Elkhart - Goshen,IN,2020-04-01,5700,30300,-24600,-0.8118811881188119
18,21140,31,31336200,Motor Vehicle Body and Trailer Manufacturing,Elkhart - Goshen,IN,2020-05-01,26100,30200,-4100,-0.1357615894039735
18,21140,31,31336200,Motor Vehicle Body and Trailer Manufacturing,Elkhart - Goshen,IN,2020-06-01,28000,30100,-2100,-0.06976744186046512
18,21140,31,31336200,Motor Vehicle Body and Trailer Manufacturing,Elkhart - Goshen,IN,2020-07-01,29100,24500,4600,0.18775510204081633
18,21140,31,31336200,Motor Vehicle Body and Trailer Manufacturing,Elkhart - Goshen,IN,2020-08-01,30300,29200,1100,0.03767123287671233
18,21140,31,31336200,Motor Vehicle Body and Trailer Manufacturing,Elkhart - Goshen,IN,2020-09-01,30900,29100,1800,0.061855670103092786
18,21140,31,31336200,Motor Vehicle Body and Trailer Manufacturing,Elkhart - Goshen,IN,2020-10-01,31100,28700,2400,0.08362369337979095
18,21140,31,31336200,Motor Vehicle Body and Trailer Manufacturing,Elkhart - Goshen,IN,2020-11-01,31100,28900,2200,0.07612456747404844
18,21140,31,31336200,Motor Vehicle Body and Trailer Manufacturing,Elkhart - Goshen,IN,2020-12-01,31400,29000,2400,0.08275862068965517
18,21140,31,31336200,Motor Vehicle Body and Trailer Manufacturing,Elkhart - Goshen,IN,2021-01-01,31900,28900,3000,0.10380622837370242
18,21140,31,31336200,Motor Vehicle Body and Trailer Manufacturing,Elkhart - Goshen,IN,2021-02-01,32400,29300,3100,0.10580204778156997
18,21140,31,31336200,Motor Vehicle Body and Trailer Manufacturing,Elkhart - Goshen,IN,2021-03-01,33200,29500,3700,0.12542372881355932
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2019-01-01,20100,NA,NA,NA
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2019-02-01,20000,NA,NA,NA
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2019-03-01,20200,NA,NA,NA
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2019-04-01,20100,NA,NA,NA
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2019-05-01,20300,NA,NA,NA
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2019-06-01,20300,NA,NA,NA
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2019-07-01,20300,NA,NA,NA
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2019-08-01,20200,NA,NA,NA
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2019-09-01,20100,NA,NA,NA
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2019-10-01,20100,NA,NA,NA
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2019-11-01,20200,NA,NA,NA
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2019-12-01,20400,NA,NA,NA
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2020-01-01,19800,20100,-300,-0.014925373134328358
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2020-02-01,19900,20000,-100,-0.005
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2020-03-01,19800,20200,-400,-0.019801980198019802
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2020-04-01,17400,20100,-2700,-0.13432835820895522
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2020-05-01,18700,20300,-1600,-0.07881773399014778
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2020-06-01,19400,20300,-900,-0.04433497536945813
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2020-07-01,19500,20300,-800,-0.03940886699507389
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2020-08-01,19600,20200,-600,-0.0297029702970297
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2020-09-01,19700,20100,-400,-0.01990049751243781
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2020-10-01,19900,20100,-200,-0.009950248756218905
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2020-11-01,19800,20200,-400,-0.019801980198019802
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2020-12-01,20400,20400,0,0
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2021-01-01,19900,19800,100,0.005050505050505051
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2021-02-01,19600,19900,-300,-0.01507537688442211
18,21140,40,40000000,"Trade, Transportation, and Utilities",Elkhart - Goshen,IN,2021-03-01,19600,19800,-200,-0.010101010101010102
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2019-01-01,7200,NA,NA,NA
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2019-02-01,7200,NA,NA,NA
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2019-03-01,7300,NA,NA,NA
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2019-04-01,7200,NA,NA,NA
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2019-05-01,7200,NA,NA,NA
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2019-06-01,7200,NA,NA,NA
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2019-07-01,7200,NA,NA,NA
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2019-08-01,7100,NA,NA,NA
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2019-09-01,7000,NA,NA,NA
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2019-10-01,7000,NA,NA,NA
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2019-11-01,7000,NA,NA,NA
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2019-12-01,7100,NA,NA,NA
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2020-01-01,7000,7200,-200,-0.027777777777777776
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2020-02-01,7100,7200,-100,-0.013888888888888888
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2020-03-01,7100,7300,-200,-0.0273972602739726
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2020-04-01,5900,7200,-1300,-0.18055555555555555
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2020-05-01,6600,7200,-600,-0.08333333333333333
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2020-06-01,6900,7200,-300,-0.041666666666666664
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2020-07-01,6900,7200,-300,-0.041666666666666664
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2020-08-01,7100,7100,0,0
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2020-09-01,7100,7000,100,0.014285714285714285
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2020-10-01,7100,7000,100,0.014285714285714285
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2020-11-01,7000,7000,0,0
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2020-12-01,7100,7100,0,0
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2021-01-01,7100,7000,100,0.014285714285714285
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2021-02-01,7000,7100,-100,-0.014084507042253521
18,21140,41,41000000,Wholesale Trade,Elkhart - Goshen,IN,2021-03-01,7100,7100,0,0
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2019-01-01,9900,NA,NA,NA
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2019-02-01,9800,NA,NA,NA
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2019-03-01,9900,NA,NA,NA
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2019-04-01,10000,NA,NA,NA
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2019-05-01,10200,NA,NA,NA
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2019-06-01,10200,NA,NA,NA
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2019-07-01,10100,NA,NA,NA
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2019-08-01,10100,NA,NA,NA
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2019-09-01,10100,NA,NA,NA
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2019-10-01,10100,NA,NA,NA
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2019-11-01,10200,NA,NA,NA
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2019-12-01,10200,NA,NA,NA
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2020-01-01,9800,9900,-100,-0.010101010101010102
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2020-02-01,9800,9800,0,0
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2020-03-01,9800,9900,-100,-0.010101010101010102
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2020-04-01,8900,10000,-1100,-0.11
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2020-05-01,9400,10200,-800,-0.0784313725490196
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2020-06-01,9700,10200,-500,-0.049019607843137254
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2020-07-01,9700,10100,-400,-0.039603960396039604
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2020-08-01,9600,10100,-500,-0.04950495049504951
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2020-09-01,9700,10100,-400,-0.039603960396039604
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2020-10-01,9800,10100,-300,-0.0297029702970297
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2020-11-01,9800,10200,-400,-0.0392156862745098
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2020-12-01,10200,10200,0,0
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2021-01-01,9800,9800,0,0
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2021-02-01,9600,9800,-200,-0.02040816326530612
18,21140,42,42000000,Retail Trade,Elkhart - Goshen,IN,2021-03-01,9500,9800,-300,-0.030612244897959183
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2019-01-01,3000,NA,NA,NA
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2019-02-01,3000,NA,NA,NA
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2019-03-01,3000,NA,NA,NA
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2019-04-01,2900,NA,NA,NA
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2019-05-01,2900,NA,NA,NA
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2019-06-01,2900,NA,NA,NA
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2019-07-01,3000,NA,NA,NA
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2019-08-01,3000,NA,NA,NA
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2019-09-01,3000,NA,NA,NA
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2019-10-01,3000,NA,NA,NA
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2019-11-01,3000,NA,NA,NA
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2019-12-01,3100,NA,NA,NA
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2020-01-01,3000,3000,0,0
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2020-02-01,3000,3000,0,0
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2020-03-01,2900,3000,-100,-0.03333333333333333
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2020-04-01,2600,2900,-300,-0.10344827586206896
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2020-05-01,2700,2900,-200,-0.06896551724137931
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2020-06-01,2800,2900,-100,-0.034482758620689655
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2020-07-01,2900,3000,-100,-0.03333333333333333
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2020-08-01,2900,3000,-100,-0.03333333333333333
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2020-09-01,2900,3000,-100,-0.03333333333333333
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2020-10-01,3000,3000,0,0
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2020-11-01,3000,3000,0,0
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2020-12-01,3100,3100,0,0
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2021-01-01,3000,3000,0,0
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2021-02-01,3000,3000,0,0
18,21140,43,43000000,"Transportation, Warehousing, and Utilities",Elkhart - Goshen,IN,2021-03-01,3000,2900,100,0.034482758620689655
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2019-01-01,400,NA,NA,NA
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2019-02-01,400,NA,NA,NA
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2019-03-01,400,NA,NA,NA
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2019-04-01,400,NA,NA,NA
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2019-05-01,400,NA,NA,NA
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2019-06-01,400,NA,NA,NA
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2019-07-01,400,NA,NA,NA
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2019-08-01,400,NA,NA,NA
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2019-09-01,400,NA,NA,NA
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2019-10-01,400,NA,NA,NA
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2019-11-01,400,NA,NA,NA
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2019-12-01,400,NA,NA,NA
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2020-01-01,400,400,0,0
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2020-02-01,400,400,0,0
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2020-03-01,400,400,0,0
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2020-04-01,400,400,0,0
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2020-05-01,400,400,0,0
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2020-06-01,400,400,0,0
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2020-07-01,300,400,-100,-0.25
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2020-08-01,300,400,-100,-0.25
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2020-09-01,400,400,0,0
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2020-10-01,400,400,0,0
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2020-11-01,300,400,-100,-0.25
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2020-12-01,400,400,0,0
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2021-01-01,300,400,-100,-0.25
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2021-02-01,300,400,-100,-0.25
18,21140,50,50000000,Information,Elkhart - Goshen,IN,2021-03-01,300,400,-100,-0.25
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2019-01-01,3100,NA,NA,NA
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2019-02-01,3100,NA,NA,NA
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2019-03-01,3200,NA,NA,NA
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2019-04-01,3200,NA,NA,NA
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2019-05-01,3200,NA,NA,NA
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2019-06-01,3200,NA,NA,NA
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2019-07-01,3200,NA,NA,NA
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2019-08-01,3200,NA,NA,NA
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2019-09-01,3100,NA,NA,NA
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2019-10-01,3100,NA,NA,NA
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2019-11-01,3100,NA,NA,NA
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2019-12-01,3200,NA,NA,NA
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2020-01-01,3100,3100,0,0
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2020-02-01,3100,3100,0,0
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2020-03-01,3100,3200,-100,-0.03125
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2020-04-01,3000,3200,-200,-0.0625
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2020-05-01,3100,3200,-100,-0.03125
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2020-06-01,3100,3200,-100,-0.03125
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2020-07-01,3200,3200,0,0
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2020-08-01,3100,3200,-100,-0.03125
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2020-09-01,3100,3100,0,0
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2020-10-01,3100,3100,0,0
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2020-11-01,3100,3100,0,0
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2020-12-01,3100,3200,-100,-0.03125
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2021-01-01,3100,3100,0,0
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2021-02-01,3100,3100,0,0
18,21140,55,55000000,Financial Activities,Elkhart - Goshen,IN,2021-03-01,3100,3100,0,0
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2019-01-01,10300,NA,NA,NA
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2019-02-01,10400,NA,NA,NA
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2019-03-01,10400,NA,NA,NA
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2019-04-01,10400,NA,NA,NA
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2019-05-01,10300,NA,NA,NA
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2019-06-01,10300,NA,NA,NA
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2019-07-01,10100,NA,NA,NA
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2019-08-01,10300,NA,NA,NA
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2019-09-01,10300,NA,NA,NA
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2019-10-01,10300,NA,NA,NA
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2019-11-01,10300,NA,NA,NA
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2019-12-01,10300,NA,NA,NA
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2020-01-01,10100,10300,-200,-0.019417475728155338
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2020-02-01,10200,10400,-200,-0.019230769230769232
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2020-03-01,10200,10400,-200,-0.019230769230769232
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2020-04-01,6700,10400,-3700,-0.3557692307692308
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2020-05-01,8300,10300,-2000,-0.1941747572815534
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2020-06-01,8900,10300,-1400,-0.13592233009708737
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2020-07-01,9000,10100,-1100,-0.10891089108910891
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2020-08-01,9500,10300,-800,-0.07766990291262135
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2020-09-01,9600,10300,-700,-0.06796116504854369
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2020-10-01,9700,10300,-600,-0.05825242718446602
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2020-11-01,9700,10300,-600,-0.05825242718446602
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2020-12-01,9800,10300,-500,-0.04854368932038835
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2021-01-01,9300,10100,-800,-0.07920792079207921
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2021-02-01,9300,10200,-900,-0.08823529411764706
18,21140,60,60000000,Professional and Business Services,Elkhart - Goshen,IN,2021-03-01,9200,10200,-1000,-0.09803921568627451
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2019-01-01,12200,NA,NA,NA
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2019-02-01,12200,NA,NA,NA
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2019-03-01,12200,NA,NA,NA
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2019-04-01,12200,NA,NA,NA
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2019-05-01,12200,NA,NA,NA
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2019-06-01,12300,NA,NA,NA
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2019-07-01,12100,NA,NA,NA
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2019-08-01,12200,NA,NA,NA
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2019-09-01,12200,NA,NA,NA
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2019-10-01,12200,NA,NA,NA
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2019-11-01,12200,NA,NA,NA
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2019-12-01,12200,NA,NA,NA
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2020-01-01,12000,12200,-200,-0.01639344262295082
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2020-02-01,12100,12200,-100,-0.00819672131147541
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2020-03-01,12000,12200,-200,-0.01639344262295082
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2020-04-01,10900,12200,-1300,-0.10655737704918032
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2020-05-01,11400,12200,-800,-0.06557377049180328
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2020-06-01,11400,12300,-900,-0.07317073170731707
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2020-07-01,11400,12100,-700,-0.05785123966942149
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2020-08-01,11500,12200,-700,-0.05737704918032787
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2020-09-01,11400,12200,-800,-0.06557377049180328
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2020-10-01,11400,12200,-800,-0.06557377049180328
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2020-11-01,11400,12200,-800,-0.06557377049180328
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2020-12-01,11500,12200,-700,-0.05737704918032787
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2021-01-01,11300,12000,-700,-0.058333333333333334
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2021-02-01,11300,12100,-800,-0.06611570247933884
18,21140,65,65000000,Education and Health Services,Elkhart - Goshen,IN,2021-03-01,11300,12000,-700,-0.058333333333333334
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2019-01-01,7400,NA,NA,NA
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2019-02-01,7300,NA,NA,NA
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2019-03-01,7500,NA,NA,NA
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2019-04-01,7700,NA,NA,NA
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2019-05-01,8100,NA,NA,NA
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2019-06-01,8200,NA,NA,NA
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2019-07-01,8000,NA,NA,NA
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2019-08-01,8000,NA,NA,NA
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2019-09-01,7900,NA,NA,NA
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2019-10-01,7800,NA,NA,NA
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2019-11-01,7700,NA,NA,NA
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2019-12-01,7600,NA,NA,NA
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2020-01-01,7400,7400,0,0
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2020-02-01,7300,7300,0,0
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2020-03-01,7100,7500,-400,-0.05333333333333334
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2020-04-01,4300,7700,-3400,-0.44155844155844154
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2020-05-01,5900,8100,-2200,-0.2716049382716049
