state_code,area_code,supersector_code,industry_code,industry_name,area_name,dt,total_employment,last_yr_emp,change,per_change
18,43780,65,65000000,Education and Health Services,"South Bend-Mishawaka, IN-MI",2020-10-01,34500,37100,-2600,-0.07008086253369272
18,43780,65,65000000,Education and Health Services,"South Bend-Mishawaka, IN-MI",2020-11-01,35100,37500,-2400,-0.064
18,43780,65,65000000,Education and Health Services,"South Bend-Mishawaka, IN-MI",2020-12-01,34700,37500,-2800,-0.07466666666666667
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2019-01-01,6500,NA,NA,NA
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2019-02-01,6500,NA,NA,NA
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2019-03-01,6600,NA,NA,NA
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2019-04-01,6300,NA,NA,NA
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2019-05-01,6400,NA,NA,NA
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2019-06-01,6500,NA,NA,NA
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2019-07-01,6500,NA,NA,NA
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2019-08-01,6500,NA,NA,NA
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2019-09-01,6500,NA,NA,NA
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2019-10-01,6500,NA,NA,NA
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2019-11-01,6500,NA,NA,NA
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2019-12-01,6600,NA,NA,NA
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2020-01-01,6500,6500,0,0
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2020-02-01,6500,6500,0,0
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2020-03-01,6500,6600,-100,-0.015151515151515152
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2020-04-01,6300,6300,0,0
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2020-05-01,6300,6400,-100,-0.015625
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2020-06-01,6400,6500,-100,-0.015384615384615385
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2020-07-01,6500,6500,0,0
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2020-08-01,6500,6500,0,0
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2020-09-01,6400,6500,-100,-0.015384615384615385
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2020-10-01,6500,6500,0,0
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2020-11-01,6500,6500,0,0
18,43780,65,65622000,Hospitals,"South Bend-Mishawaka, IN-MI",2020-12-01,6500,6600,-100,-0.015151515151515152
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2019-01-01,14200,NA,NA,NA
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2019-02-01,14200,NA,NA,NA
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2019-03-01,14400,NA,NA,NA
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2019-04-01,14900,NA,NA,NA
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2019-05-01,15300,NA,NA,NA
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2019-06-01,15400,NA,NA,NA
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2019-07-01,15300,NA,NA,NA
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2019-08-01,15300,NA,NA,NA
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2019-09-01,15000,NA,NA,NA
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2019-10-01,14900,NA,NA,NA
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2019-11-01,14700,NA,NA,NA
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2019-12-01,14600,NA,NA,NA
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2020-01-01,14400,14200,200,0.014084507042253521
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2020-02-01,14600,14200,400,0.028169014084507043
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2020-03-01,14300,14400,-100,-0.006944444444444444
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2020-04-01,9700,14900,-5200,-0.348993288590604
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2020-05-01,11300,15300,-4000,-0.26143790849673204
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2020-06-01,12600,15400,-2800,-0.18181818181818182
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2020-07-01,13000,15300,-2300,-0.1503267973856209
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2020-08-01,12900,15300,-2400,-0.1568627450980392
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2020-09-01,12600,15000,-2400,-0.16
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2020-10-01,12400,14900,-2500,-0.16778523489932887
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2020-11-01,12000,14700,-2700,-0.1836734693877551
18,43780,70,70000000,Leisure and Hospitality,"South Bend-Mishawaka, IN-MI",2020-12-01,11300,14600,-3300,-0.22602739726027396
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2019-01-01,11300,NA,NA,NA
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2019-02-01,11300,NA,NA,NA
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2019-03-01,11500,NA,NA,NA
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2019-04-01,11600,NA,NA,NA
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2019-05-01,11900,NA,NA,NA
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2019-06-01,11800,NA,NA,NA
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2019-07-01,11700,NA,NA,NA
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2019-08-01,11800,NA,NA,NA
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2019-09-01,11600,NA,NA,NA
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2019-10-01,11500,NA,NA,NA
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2019-11-01,11500,NA,NA,NA
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2019-12-01,11400,NA,NA,NA
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2020-01-01,11100,11300,-200,-0.017699115044247787
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2020-02-01,11200,11300,-100,-0.008849557522123894
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2020-03-01,11300,11500,-200,-0.017391304347826087
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2020-04-01,7500,11600,-4100,-0.35344827586206895
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2020-05-01,9600,11900,-2300,-0.19327731092436976
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2020-06-01,10300,11800,-1500,-0.1271186440677966
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2020-07-01,10600,11700,-1100,-0.09401709401709402
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2020-08-01,10700,11800,-1100,-0.09322033898305085
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2020-09-01,10500,11600,-1100,-0.09482758620689655
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2020-10-01,10500,11500,-1000,-0.08695652173913043
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2020-11-01,10500,11500,-1000,-0.08695652173913043
18,43780,70,70722000,Food Services and Drinking Places,"South Bend-Mishawaka, IN-MI",2020-12-01,10400,11400,-1000,-0.08771929824561403
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2019-01-01,6800,NA,NA,NA
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2019-02-01,6800,NA,NA,NA
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2019-03-01,6800,NA,NA,NA
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2019-04-01,6800,NA,NA,NA
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2019-05-01,6900,NA,NA,NA
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2019-06-01,6900,NA,NA,NA
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2019-07-01,7000,NA,NA,NA
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2019-08-01,7000,NA,NA,NA
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2019-09-01,6900,NA,NA,NA
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2019-10-01,6900,NA,NA,NA
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2019-11-01,6900,NA,NA,NA
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2019-12-01,6900,NA,NA,NA
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2020-01-01,6800,6800,0,0
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2020-02-01,6900,6800,100,0.014705882352941176
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2020-03-01,6800,6800,0,0
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2020-04-01,4900,6800,-1900,-0.27941176470588236
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2020-05-01,4700,6900,-2200,-0.3188405797101449
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2020-06-01,5600,6900,-1300,-0.18840579710144928
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2020-07-01,6000,7000,-1000,-0.14285714285714285
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2020-08-01,6000,7000,-1000,-0.14285714285714285
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2020-09-01,6000,6900,-900,-0.13043478260869565
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2020-10-01,6000,6900,-900,-0.13043478260869565
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2020-11-01,6000,6900,-900,-0.13043478260869565
18,43780,80,80000000,Other Services,"South Bend-Mishawaka, IN-MI",2020-12-01,6000,6900,-900,-0.13043478260869565
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2019-01-01,15600,NA,NA,NA
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2019-02-01,15700,NA,NA,NA
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2019-03-01,15800,NA,NA,NA
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2019-04-01,15400,NA,NA,NA
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2019-05-01,15500,NA,NA,NA
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2019-06-01,15100,NA,NA,NA
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2019-07-01,14000,NA,NA,NA
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2019-08-01,14100,NA,NA,NA
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2019-09-01,15600,NA,NA,NA
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2019-10-01,15500,NA,NA,NA
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2019-11-01,15500,NA,NA,NA
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2019-12-01,15500,NA,NA,NA
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2020-01-01,15200,15600,-400,-0.02564102564102564
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2020-02-01,15400,15700,-300,-0.01910828025477707
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2020-03-01,15500,15800,-300,-0.0189873417721519
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2020-04-01,14900,15400,-500,-0.032467532467532464
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2020-05-01,14200,15500,-1300,-0.08387096774193549
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2020-06-01,14300,15100,-800,-0.052980132450331126
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2020-07-01,12700,14000,-1300,-0.09285714285714286
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2020-08-01,13300,14100,-800,-0.05673758865248227
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2020-09-01,14200,15600,-1400,-0.08974358974358974
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2020-10-01,14500,15500,-1000,-0.06451612903225806
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2020-11-01,14500,15500,-1000,-0.06451612903225806
18,43780,90,90000000,Government,"South Bend-Mishawaka, IN-MI",2020-12-01,14100,15500,-1400,-0.09032258064516129
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2019-01-01,900,NA,NA,NA
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2019-02-01,900,NA,NA,NA
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2019-03-01,900,NA,NA,NA
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2019-04-01,900,NA,NA,NA
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2019-05-01,900,NA,NA,NA
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2019-06-01,900,NA,NA,NA
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2019-07-01,900,NA,NA,NA
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2019-08-01,1000,NA,NA,NA
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2019-09-01,1000,NA,NA,NA
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2019-10-01,900,NA,NA,NA
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2019-11-01,900,NA,NA,NA
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2019-12-01,900,NA,NA,NA
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2020-01-01,900,900,0,0
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2020-02-01,900,900,0,0
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2020-03-01,900,900,0,0
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2020-04-01,900,900,0,0
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2020-05-01,900,900,0,0
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2020-06-01,900,900,0,0
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2020-07-01,900,900,0,0
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2020-08-01,1100,1000,100,0.1
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2020-09-01,1100,1000,100,0.1
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2020-10-01,1000,900,100,0.1111111111111111
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2020-11-01,900,900,0,0
18,43780,90,90910000,Federal Government,"South Bend-Mishawaka, IN-MI",2020-12-01,900,900,0,0
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2019-01-01,2600,NA,NA,NA
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2019-02-01,2700,NA,NA,NA
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2019-03-01,2700,NA,NA,NA
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2019-04-01,2700,NA,NA,NA
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2019-05-01,2700,NA,NA,NA
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2019-06-01,2400,NA,NA,NA
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2019-07-01,2300,NA,NA,NA
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2019-08-01,2300,NA,NA,NA
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2019-09-01,2700,NA,NA,NA
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2019-10-01,2800,NA,NA,NA
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2019-11-01,2800,NA,NA,NA
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2019-12-01,2700,NA,NA,NA
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2020-01-01,2700,2600,100,0.038461538461538464
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2020-02-01,2800,2700,100,0.037037037037037035
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2020-03-01,2800,2700,100,0.037037037037037035
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2020-04-01,2800,2700,100,0.037037037037037035
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2020-05-01,2500,2700,-200,-0.07407407407407407
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2020-06-01,2300,2400,-100,-0.041666666666666664
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2020-07-01,2200,2300,-100,-0.043478260869565216
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2020-08-01,2200,2300,-100,-0.043478260869565216
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2020-09-01,2500,2700,-200,-0.07407407407407407
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2020-10-01,2500,2800,-300,-0.10714285714285714
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2020-11-01,2600,2800,-200,-0.07142857142857142
18,43780,90,90920000,State Government,"South Bend-Mishawaka, IN-MI",2020-12-01,2500,2700,-200,-0.07407407407407407
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2019-01-01,12100,NA,NA,NA
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2019-02-01,12100,NA,NA,NA
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2019-03-01,12200,NA,NA,NA
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2019-04-01,11800,NA,NA,NA
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2019-05-01,11900,NA,NA,NA
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2019-06-01,11800,NA,NA,NA
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2019-07-01,10800,NA,NA,NA
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2019-08-01,10800,NA,NA,NA
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2019-09-01,11900,NA,NA,NA
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2019-10-01,11800,NA,NA,NA
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2019-11-01,11800,NA,NA,NA
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2019-12-01,11900,NA,NA,NA
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2020-01-01,11600,12100,-500,-0.04132231404958678
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2020-02-01,11700,12100,-400,-0.03305785123966942
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2020-03-01,11800,12200,-400,-0.03278688524590164
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2020-04-01,11200,11800,-600,-0.05084745762711865
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2020-05-01,10800,11900,-1100,-0.09243697478991597
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2020-06-01,11100,11800,-700,-0.059322033898305086
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2020-07-01,9600,10800,-1200,-0.1111111111111111
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2020-08-01,10000,10800,-800,-0.07407407407407407
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2020-09-01,10600,11900,-1300,-0.1092436974789916
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2020-10-01,11000,11800,-800,-0.06779661016949153
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2020-11-01,11000,11800,-800,-0.06779661016949153
18,43780,90,90930000,Local Government,"South Bend-Mishawaka, IN-MI",2020-12-01,10700,11900,-1200,-0.10084033613445378
